#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# File created on 2023-10-09 10:05:11 EDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# U.S. Geological Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# This file contains selected water-quality data for stations in the National Water Information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# System water-quality database.  Explanation of codes found in this file are followed by,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# the retrieved data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# The data you have secured from the USGS NWISWeb database may include data that have ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# not received Director's approval and as such are provisional and subject to revision. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# The data are released on the condition that neither the USGS nor the United States ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Government may be held liable for any damages resulting from its authorized or ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# unauthorized use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# To view additional data-quality attributes, output the results using these options:  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# one result per row, expanded attributes.  Additional precautions are at:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# https://help.waterdata.usgs.gov/tutorials/water-quality-data/help-using-the-water-quality-data-retrieval-system#Data_retrievals_precautions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  agency_cd                   - Agency Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  site_no                     - Station number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  sample_dt                   - Begin date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  sample_tm                   - Begin time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  sample_end_dt               - End date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  sample_end_tm               - End time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  sample_start_time_datum_cd  - Time datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  tm_datum_rlbty_cd           - Time datum reliability code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  coll_ent_cd                 - Agency Collecting Sample Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  medium_cd                   - Medium code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  project_cd                  - Project code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  aqfr_cd                     - Geologic unit code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  tu_id                       - Taxonomic unit code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  body_part_id                - Body part code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  hyd_cond_cd                 - Hydrologic condition code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  samp_type_cd                - Sample type code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  hyd_event_cd                - Hydrologic event code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  sample_lab_cm_txt           - Message from lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R00010                      - Remark code for P00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P00010                      - Temperature, water, degrees Celsius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R00300                      - Remark code for P00300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P00300                      - Dissolved oxygen, water, unfiltered, milligrams per liter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R00403                      - Remark code for P00403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P00403                      - pH, water, unfiltered, laboratory, standard units",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R00410                      - Remark code for P00410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P00410                      - Acid neutralizing capacity, water, unfiltered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R00613                      - Remark code for P00613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P00613                      - Nitrite, water, filtered, milligrams per liter as nitrogen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R00615                      - Remark code for P00615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P00615                      - Nitrite, water, unfiltered, milligrams per liter as nitrogen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R00620                      - Remark code for P00620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P00620                      - Nitrate, water, unfiltered, milligrams per liter as nitrogen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R00630                      - Remark code for P00630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P00630                      - Nitrate plus nitrite, water, unfiltered, milligrams per liter as nitrogen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R00900                      - Remark code for P00900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P00900                      - Hardness, water, milligrams per liter as calcium carbonate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R01000                      - Remark code for P01000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P01000                      - Arsenic, water, filtered, micrograms per liter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R01001                      - Remark code for P01001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P01001                      - Arsenic, suspended sediment, total, micrograms per liter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R01002                      - Remark code for P01002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P01002                      - Arsenic, water, unfiltered, micrograms per liter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R01055                      - Remark code for P01055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P01055                      - Manganese, water, unfiltered, recoverable, micrograms per liter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R22703                      - Remark code for P22703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P22703                      - Uranium (natural), water, filtered, micrograms per liter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R31501                      - Remark code for P31501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P31501                      - Total coliforms, M-Endo MF method, immediate, water, colony forming units per 100 milliliters",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description of sample_start_time_datum_cd:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# EST  - Eastern Standard Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# EDT  - Eastern Daylight Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description of tm_datum_rlbty_cd:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# K  - Known,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# T  - Transferred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description of coll_ent_cd:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# MA-BCHDL  - Barnstable County Health Department, Mass.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# USGS  - U.S. Geological Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# USGS-GAL  - USGS-Atlanta Central Laboratory, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# USGS-WRD  - U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# USGSMAWC  - USGS - Massachusetts-Rhode Island Water Science Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# USGSNWQL  - USGS-National Water Quality Lab, Denver, CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description of medium_cd:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# OA  - Artificial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ON  - Not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# SC  - Core material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# WG  - Groundwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# WS  - Surface water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description of aqfr_cd:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 111ALVM  - Holocene Alluvium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 111FILL  - Fill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 111SWMP  - Swamp Deposits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# 112DFSF  - Drift, Stratified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353602.00,11/18/1994,11:47,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,10.5,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353602.00,12/7/1994,10:40,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,10,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353602.00,1/25/1995,12:12,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,10.1,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353602.00,3/2/1995,14:06,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,9.6,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353602.00,3/21/1995,12:20,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,10.9,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,11/28/1990,10:10,,,EST,T,USGS-WRD,WG,442504800,,,,9,9,9,,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,12/11/1990,13:15,,,EST,T,USGS-WRD,WG,442504800,,,,9,9,9,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,1/28/1991,15:35,,,EST,T,USGS-WRD,WG,442504800,,,,9,9,9,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,2/19/1991,14:05,,,EST,T,USGS-WRD,WG,442504800,,,,9,9,9,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,3/19/1991,14:45,,,EST,T,USGS-WRD,WG,442504800,,,,9,9,9,,,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,4/22/1991,11:30,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,5/21/1991,13:45,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,6/18/1991,14:10,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,8/1/1991,9:37,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,8/23/1991,13:45,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,9/24/1991,12:43,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,10/18/1991,11:22,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,11/21/1991,11:47,,,EST,T,USGS-WRD,WG,442504800,,,,9,9,9,,,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,12/13/1991,11:15,,,EST,T,USGS-WRD,WG,442504800,,,,9,9,9,,,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,1/10/1992,11:31,,,EST,T,USGS-WRD,WG,442504800,,,,9,9,9,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,2/19/1992,10:50,,,EST,T,USGS-WRD,WG,442504800,,,,9,9,9,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,3/17/1992,11:10,,,EST,T,USGS-WRD,WG,442504800,,,,9,9,9,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,4/23/1992,9:15,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,5/20/1992,9:23,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,6/16/1992,10:57,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,7/21/1992,11:35,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,8/19/1992,12:05,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,9/16/1992,12:36,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,10/14/1992,10:48,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,11/17/1992,11:27,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,12/10/1992,10:55,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,1/12/1993,11:25,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,2/18/1993,10:50,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,3/16/1993,11:40,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,4/21/1993,12:07,,,EDT,T,USGS-WRD,WG,442504800,,,,A,9,9,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,5/18/1993,11:35,,,EDT,T,USGS-WRD,WG,442504800,,,,A,9,9,,,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,6/10/1993,11:40,,,EDT,T,USGS-WRD,WG,442504800,,,,A,9,9,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,7/28/1993,14:45,,,EDT,T,USGS-WRD,WG,442504800,,,,A,9,9,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,8/24/1993,12:05,,,EDT,T,USGS-WRD,WG,442504800,,,,A,9,9,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,9/16/1993,10:45,,,EDT,T,USGS-WRD,WG,442504800,,,,A,9,9,,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,10/22/1993,12:10,,,EDT,T,USGS-WRD,WG,442504800,,,,A,9,9,,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,11/18/1993,13:45,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,12/17/1993,11:00,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,1/19/1994,11:20,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,2/23/1994,11:10,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,3/16/1994,11:00,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,4/26/1994,13:20,,,EDT,T,USGS-WRD,WG,442504800,,,,A,9,9,,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,5/24/1994,12:30,,,EDT,T,USGS-WRD,WG,442504800,,,,A,9,9,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,6/28/1994,10:40,,,EDT,T,USGS-WRD,WG,442504800,,,,A,9,9,,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,7/20/1994,9:40,,,EDT,T,USGS-WRD,WG,442504800,,,,A,9,9,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,8/29/1994,11:51,,,EDT,T,USGS-WRD,WG,442504800,,,,A,9,9,,,10.3,,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,9/20/1994,12:18,,,EDT,T,USGS-WRD,WG,442504800,,,,A,9,9,,,11,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,10/19/1994,12:40,,,EDT,T,USGS-WRD,WG,442504800,,,,A,9,9,,,10,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,11/18/1994,11:30,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,10.5,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,12/7/1994,11:00,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,10,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,1/25/1995,11:55,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,9.8,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,3/2/1995,13:50,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,9.6,,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353603.00,3/21/1995,12:04,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,10.6,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,11/28/1990,9:55,,,EST,T,USGS-WRD,WG,442504800,,,,9,9,9,,,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,12/11/1990,12:10,,,EST,T,USGS-WRD,WG,442504800,,,,9,9,9,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,1/28/1991,15:20,,,EST,T,USGS-WRD,WG,442504800,,,,9,9,9,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,2/19/1991,13:50,,,EST,T,USGS-WRD,WG,442504800,,,,9,9,9,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,3/19/1991,15:00,,,EST,T,USGS-WRD,WG,442504800,,,,9,9,9,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,4/22/1991,11:50,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,5/21/1991,14:00,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,6/18/1991,13:35,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,8/1/1991,9:02,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,8/23/1991,13:15,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,9/24/1991,12:28,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,10/18/1991,10:42,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,11/21/1991,11:05,,,EST,T,USGS-WRD,WG,442504800,,,,9,9,9,,,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,12/13/1991,11:00,,,EST,T,USGS-WRD,WG,442504800,,,,9,9,9,,,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,1/10/1992,11:21,,,EST,T,USGS-WRD,WG,442504800,,,,9,9,9,,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,2/19/1992,10:30,,,EST,T,USGS-WRD,WG,442504800,,,,9,9,9,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,3/17/1992,10:55,,,EST,T,USGS-WRD,WG,442504800,,,,9,9,9,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,4/23/1992,9:00,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,5/20/1992,9:10,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,6/16/1992,10:45,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,7/21/1992,11:25,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,8/19/1992,11:55,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,9/16/1992,12:22,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,10/14/1992,10:40,,,EDT,T,USGS-WRD,WG,442504800,,,,9,9,9,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,11/17/1992,11:16,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,12/10/1992,10:49,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,414645070353604.00,1/12/1993,11:15,,,EST,T,USGS-WRD,WG,442504800,,,,A,9,9,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
