PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Primacy Type,Owner Type,Primary Source,Activity Status,Deactivation Date,Season Begin Date,Season End Date,Is Wholesaler,Pop Cat 5,Pop Cat 11,Population Served Count,Is Outstanding Performer,Outstanding Performer Date,Is Source Water Protected,Source Water Protection Date,Service Connections Count,Seasonal Startup System,Org Name,Admin Name,Email Address,Phone Number,Phone Ext Number,Fax Number,Alt Phone Number,Address Line1,Address Line2,City Name,State Code,Zip Code,Country Code,First Reported Date,Last Reported Date,GW or SW,Is School Or Daycare,GW or SW Code
MA1098009,MANICE EDUCATION CENTER,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,04-01,08-31,N,<=500,<=100,45,,,,,1,Not Pressurized all Year,MANICE EDUCATION CENTER,REBECCA O'HEARN,BECKY@CHRISTODORA.ORG,4136638463,,4136638463,,68 SAVOY ROAD,,FLORIDA,MA,01247,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA3301008,BENCHMARK CONDOMINIUMS,Region 1,Massachusetts,Community water system,State,Private,Ground water,Active,,,,N,<=500,<=100,60,,,,,6,,LINEAR PROPERTY MGMT: BENCHMARK ESTATES,ANITA  CHMILARSKI,ANITA@LINEARPROPERTY.COM,7818600605,,,9786491818,"150 WESTFORD RD, SUITE 21",SUITE 16,TYNGSBOROUGH,MA,01879,US,11-APR-2000,15-SEP-2021,Groundwater,N,GW
MA4247052,OLDCASTLE INFRASTRUCTURE,Region 1,Massachusetts,Non-Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,25,,,,,1,,OLDCASTLE INFRASTRUCTURE,JASON HARRIS,DANIEL.TETREAU@OLDCASTLE.COM,5083367600,,5083367707,7744889371,41 ALMEIDA ROAD,,REHOBOTH,MA,02769,US,26-OCT-2004,15-SEP-2021,Groundwater,N,GW
MA4247053,JOHNSON AND WALES EQUESTRIAN CENTER,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,50,,,,,1,,JOHNSON AND WALES EQUESTRIAN CENTER,TIMOTHY O'CONNOR,TIMOTHY.OCONNOR@JWU.EDU,5082525700,,5082523027,4015985007,C/O JOHNSON AND WALES,8 ABBOTT PARK PLACE,PROVIDENCE,RI,02903,US,26-OCT-2004,15-SEP-2021,Groundwater,Y,GW
MA4052069,TOWNHOUSES AT CHANCE COURT,Region 1,Massachusetts,Community water system,State,Private,Ground water,Active,,,,N,<=500,<=100,40,,,,,10,,TOWNHOUSES AT CHANCE COURT,TOM WALSH,THOMAS.WALSH@CARVERMA.ORG,5088662042,,,5085640129,12 CHANCE COURT,,CARVER,MA,02330,US,30-MAR-2006,15-SEP-2021,Groundwater,N,GW
MA4247055,"HORTON ESTATES CONDOMINIUM TRUST, INC.",Region 1,Massachusetts,Community water system,State,Private,Ground water,Active,,,,N,<=500,<=100,64,,,,,30,,"HORTON ESTATES CONDOMINIUM TRUST, INC.",RALPH HANCEWICZ,RHANCEWICZ@COMCAST.NET,4132306514,,,,15 SAMANTHA LANE,,REHOBOTH,MA,02769,US,30-MAR-2006,15-SEP-2021,Groundwater,N,GW
MA1004000,ADAMS FIRE DISTRICT,Region 1,Massachusetts,Community water system,State,Local government,Ground water,Active,,,,N,"3,301-10,000","3,301-10,000","8,100",,,,,3035,,ADAMS FIRE DISTRICT,JOHN C BARRETT,JBARRETT.AFD@ALBANY.TWCBC.COM,4137430978,,4137430896,4137430179,3 COLUMBIA ST,,ADAMS,MA,01220,US,26-FEB-1979,15-SEP-2021,Groundwater,N,GW
MA1005000,AGAWAM WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Local government,Surface water purchased,Active,,,,N,"10,001-100,000","10,001-50,000","28,613",,,,,10192,,AGAWAM WATER DEPARTMENT,JOHN G DECKER,JDECKER@AGAWAM.MA.US,4138210600,,4138210631,4138210627,1000 SUFFIELD ST,,AGAWAM,MA,01001,US,26-FEB-1979,15-SEP-2021,Surface water,N,SW
MA1008000,AMHERST DPW  WATER DIVISION,Region 1,Massachusetts,Community water system,State,Local government,Surface water,Active,,,,N,"10,001-100,000","10,001-50,000","37,819",,,,,6553,,AMHERST DPW  WATER DIVISION,GUILFORD MOORING,mooringg@amherstma.gov,4132593050,,,,586 SOUTH PLEASANT ST,,AMHERST,MA,01002,US,20-JAN-1981,15-SEP-2021,Surface water,N,SW
MA4296012,"POLLY HILL ARBORETUM, INC.",Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,40,,,,,2,,"POLLY HILL ARBORETUM, INC.",TUCKER HUBBELL,TUCKER@POLLYHILLARBORETUM.ORG,5086939426,,5086935772,5087286483,P.O. BOX 561,809 STATE ROAD,WEST TISBURY,MA,02575,US,11-APR-2000,15-SEP-2021,Groundwater,N,GW
MA2103003,GARDNER MUNICIPAL GOLF COURSE,Region 1,Massachusetts,Transient non-community system,State,Local government,Ground water,Active,,04-01,11-30,N,<=500,<=100,100,,,,,2,Not Pressurized all Year,CITY OF GARDNER,LEROY P WOOD,GBHMANAGEMENT@GMAIL.COM,9786322713,,,9788337739,95 PLEASANT STREET,,GARDNER,MA,01440,US,04-AUG-2001,15-SEP-2021,Groundwater,N,GW
MA1340001,SNOW FARM,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,76,,,,,1,Not Pressurized all Year,SNOW FARM,MARY JO MURPHY,MARYJO@SNOWFARM-ART.ORG,4132683101,,4132683163,,5 CLARY RD,,WILLIAMSBURG,MA,01096,US,04-AUG-2001,15-SEP-2021,Groundwater,N,GW
MA4052068,CARVER DUNKIN DONUTS,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,101-500,500,,,,,2,,CARVER DUNKIN DONUTS,JOHN CADETE,JOHNCADETE@CADETEENTERPRISES.COM,7818291156,,7818299468,5085806695,80 MAIN ST,,CARVER,MA,02330,US,04-OCT-2002,15-SEP-2021,Groundwater,N,GW
MA3301030,BUSINESS PARK WEST CONDOMINIUM TRUST,Region 1,Massachusetts,Non-Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,30,,,,,1,,BUSINESS PARK WEST CONDOMINIUM TRUST,G. LAWRENCE THATCHER,INFO@TESCOASSOCIATES.COM,9786495527,,9786495529,5084236283,500 BUSINESS PARK DR,,TYNGSBOROUGH,MA,01879,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA1227014,STEAMING TENDER,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,100,,,,,1,,STEAMING TENDER,BLAKE LAMOTHE,BLAKELAMOTHE@VERIZON.NET,4132832744,,4132835010,4132835030,28 DEPOT STREET,,PALMER,MA,01069,US,15-SEP-2005,15-SEP-2021,Groundwater,N,GW
MA4239054,ROCKY MOUNTAIN SPRING WATER VENDING,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water purchased,Active,,01-01,12-31,N,<=500,<=100,25,,,,,4,,ROCKY MOUNTAIN SPRING WATER CO.,"EDWARD ROSE,III",ROCKSPRINGWATER@COMCAST.NET,7817494849,,7817401699,6176860853,743 BROAD STREET,UNIT # 1,EAST WEYMOUTH,MA,02189,US,09-AUG-2000,15-SEP-2021,Groundwater,N,GW
MA4052067,TOWN OF CARVER,Region 1,Massachusetts,Community water system,State,Local government,Ground water,Active,,,,Y,<=500,101-500,414,,,,,1,,TOWN OF CARVER,DAVID SIEDENTOPF,dsiedentopf@CARVERMA.ORG,5088663460,,5088664213,,BUILDINGS & GROUNDS,108 MAIN STREET,CARVER,MA,02330,US,09-AUG-2000,15-SEP-2021,Groundwater,N,GW
MA1306006,SILVER MEADOW,Region 1,Massachusetts,Community water system,State,Private,Ground water,Active,,,,N,<=500,<=100,25,,,,,1,,SILVER MEADOW,SILVER AMELIA,ASILVER@WAYFINDERSMA.ORG,4137851251,,,4132370801,WAYFINDERS,120 MAPLE ST,SPRINGFIELD,MA,01105,US,09-AUG-2000,15-SEP-2021,Groundwater,N,GW
MA3051019,WEE FOREST FOLK,Region 1,Massachusetts,Non-Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,30,,,,,1,,WEE FOREST FOLK,WILLIAM PETERSON,willy@weeforestfolk.com,9783693413,,9783693934,,887 BEDFORD RD,,CARLISLE,MA,01741,US,09-AUG-2000,15-SEP-2021,Groundwater,N,GW
MA2034029,BOLTON LIBRARY AND SAFETY FACILITY,Region 1,Massachusetts,Transient non-community system,State,Local government,Ground water,Active,,01-01,12-31,N,<=500,<=100,50,,,,,2,,BOLTON DPW,MIKE SOLDI,DPW@TOWNOFBOLTON.COM,9787796402,,,9782652181,12 FORBUSH MILL ROAD,,BOLTON,MA,01740,US,15-JUN-2010,15-SEP-2021,Groundwater,N,GW
MA4300039,ROSEVILLE CONDOMINIUMS,Region 1,Massachusetts,Transient non-community system,State,Public/Private,Ground water,Active,,04-15,10-15,N,<=500,<=100,70,,,,,12,Not Pressurized all Year,ROSEVILLE CONDOMINIUMS,APRIL N BOOTH,APRILBOOTH@COMCAST.NET,2034579729,,,2036419735,957 ROUTE 80,,GUILFORD,CT,06437,US,19-JUN-1995,15-SEP-2021,Groundwater,N,GW
MA1121013,ANNAS PIZZARIA,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,25,,,,,2,,ANNAS PIZZARIA C/O PAT JOSEPH,PAT JOSEPH,PATTYPJ@AOL.COM,4134428974,,,,LIBERTY PLAZA,181 LEBANON MT ROAD,PITTSFIELD,MA,01201,US,19-JUN-1995,15-SEP-2021,Groundwater,N,GW
MA1236015,BOUSQUET SPORT,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,101-500,250,,,,,1,,BOUSQUET SPORT,BRIAN WRIGHT,BWRIGHT@BERKSHIREWEST.COM,4134994600,,,,ATTN: DIRECTOR,437 NORTH STREET,PITTSFIELD,MA,01202,US,19-JUN-1995,15-SEP-2021,Groundwater,N,GW
MA2290022,YMCA CAMP BLANCHARD,Region 1,Massachusetts,Transient non-community system,State,Public/Private,Ground water,Active,,06-01,08-31,N,<=500,101-500,200,,,,,5,Not Pressurized all Year,YMCA OF CENTRAL MASSACHUSETTS,DAVE ELLIOTT,DELLIOTT@YMCAOFCM.ORG,5087556101,,5087537969,5088640245,766 MAIN STREET,CENTRAL BRANCH,WORCESTER,MA,01606,US,07-OCT-1998,15-SEP-2021,Groundwater,N,GW
MA4318103,OUTER CAPE HEALTH SERVICES INC.,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,101-500,200,,,,,1,,OUTER CAPE HEALTH SERVICES INC.,ALLAN HALL,AHALL@OUTERCAPE.ORG,7747222802,,5082400499,,P.O. BOX 598,,HARWICH PORT,MA,02646,US,07-OCT-1998,15-SEP-2021,Groundwater,N,GW
MA1148014,VS DOG HOUSE,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,100,,,,,1,,VS DOG HOUSE,BRENDA VELLA,BROOKHAUS413@GMAIL.COM,4134993331,,,,650 CHESHIRE ROAD,,LANESBOROUGH,MA,01237,US,04-APR-1996,15-SEP-2021,Groundwater,N,GW
MA2028009,BERLIN MEMORIAL SCHOOL,Region 1,Massachusetts,Non-Transient non-community system,State,Local government,Ground water,Active,,01-01,12-31,N,<=500,101-500,275,,,,,1,,BERLIN MEMORIAL SCHOOL,STEVE PUSATERI,SPUSATERI@BBRSD.ORG,5088692837,,2088690023,5088692637,215 MAIN STREET,,BOYLSTON,MA,01505,US,11-APR-2000,15-SEP-2021,Groundwater,Y,GW
MA4300041,TRURO TOWN HALL,Region 1,Massachusetts,Transient non-community system,State,Local government,Ground water,Active,,01-01,12-31,N,<=500,<=100,70,,,,,3,,TRURO TOWN HALL,EMILY BEEBE,EBEEBE@TRURO-MA.GOV,5083497004,,5083495505,5082140919,P.O. BOX 2030,,TRURO,MA,02666,US,07-SEP-1995,15-SEP-2021,Groundwater,N,GW
MA2286022,STOW MUNICIPAL BUILDINGS,Region 1,Massachusetts,Non-Transient non-community system,State,Local government,Ground water,Active,,01-01,12-31,N,<=500,<=100,30,,,,,6,,STOW MUNICIPAL BUILDINGS,CRAIG D MARTIN,building@stow-ma.gov,9788972193,,9788974534,,380 GREAT RD,,STOW,MA,01775,US,31-DEC-1996,15-SEP-2021,Groundwater,N,GW
MA2162001,PRIMO WATER @ HANNAFORD #8388,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water purchased,Active,,01-01,12-31,N,<=500,<=100,25,,,,,1,,PRIMO WATER,MICHAEL FALCIONI,MFALCIONI@PRIMOWATER.COM,9785820215,,,7605716118,2615 TEMPLE HEIGHTS DRIVE,,OCEANSIDE,CA,92056,US,26-FEB-1979,15-SEP-2021,Groundwater,N,GW
MA2241010,DCR WACHUSETT MT STATE RESERVATION,Region 1,Massachusetts,Transient non-community system,State,State government,Ground water,Active,,01-01,12-31,N,<=500,101-500,500,,,,,2,,DCR DIV. OF STATE PARKS AND RECREATION,CATHLEEN PAINE,CATHLEEN.PAINE@MASS.GOV,4135455993,,4135455995,8572940050,"ATTN: JIM MONTGOMERY, COMMISSIONER","251 CAUSEWAY ST., 9TH FLOOR",BOSTON,MA,02114,US,07-SEP-1995,15-SEP-2021,Groundwater,N,GW
MA2290021,DCR PURGATORY CHASM STATE RESERVATION,Region 1,Massachusetts,Transient non-community system,State,State government,Ground water,Active,,01-01,12-31,N,<=500,101-500,300,,,,,2,Not Pressurized all Year,DEPT OF CONSERVATION AND RECREATION,CATHLEEN PAINE,CATHLEEN.PAINE@MASS.GOV,4135455993,,4135455995,8572940050,"ATTN: JIM MONTGOMERY, COMMISSIONER","251 CAUSEWAY ST, SUITE 600",BOSTON,MA,02114,US,07-SEP-1995,15-SEP-2021,Groundwater,N,GW
MA1349006,WORTHINGTON GOLF LINKS,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,50,,,,,1,Not Pressurized all Year,WORTHINGTON GOLF CLUB,DAVID POLLARD,DPOLLARD1102@GMAIL.COM,4132384492,,,7175033843,P.O. BOX 207,,WORTHINGTON,MA,01098,US,01-NOV-1994,15-SEP-2021,Groundwater,N,GW
MA2226007,TORIA HEIGHTS CONDOMINIUM,Region 1,Massachusetts,Community water system,State,Private,Ground water,Active,,,,N,<=500,<=100,60,,,,,6,,TORIA HEIGHTS CONDOMINIUMS,GARY LUKSHA,gluksha@charter.net,5089491100,,5089493525,,"C/O PROPERTY SHOP, INC",35 EAST MAIN ST,WEBSTER,MA,01570,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA1159001,PIONEER VALLEY YACHT CLUB,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,30,,,,,1,,PIONEER VALLEY YACHT CLUB,LINDA BETLEY,NURSEFLYER@HOTMAIL.COM,4135670258,,,4135676832,P.O. BOX 60602,,LONGMEADOW,MA,01106,US,19-JUN-1995,15-SEP-2021,Groundwater,N,GW
MA1159002,FIELD CLUB OF LONGMEADOW,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,101-500,201,,,,,1,,FIELD CLUB OF LONGMEADOW,JAMES GIROTTI GIROTTE,JGIROTTI@GMAIL.COM,4135677728,,,4135675859,P.O. BOX 444,,EAST LONGMEADOW,MA,01028,US,19-JUN-1995,15-SEP-2021,Groundwater,N,GW
MA2037025,COSGROVE REALTY,Region 1,Massachusetts,Non-Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,25,,,,,2,,COSGROVE REALTY,JAMES COSGROVE,JIM@MBRESTORATION.COM,9784567740,,,,"240 LITTLETON COUNTY ROAD, SUITE B-1",,HARVARD,MA,01451,US,15-DEC-1993,15-SEP-2021,Groundwater,N,GW
MA4285002,PRISTINE SPRING (STOUGHTON) VEND,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water purchased,Active,,01-01,12-31,N,<=500,<=100,25,,,,,1,,PRISTINE SPRING,NOONAN NOONAN,PETERNOONAN1@COMCAST.NET,5083676800,,5085835353,,415 WEST ST,,WEST BRIDGEWATER,MA,02379,US,01-NOV-1994,15-SEP-2021,Groundwater,N,GW
MA4318098,CAPE COMMERCE NOMINEE TRUST,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,101-500,125,,,,,1,,CAPE COMMERCE NOMINEE TRUST,J. BRUCE MCGREGOR,JPIERCE712@COMCAST.NET,5083490000,,5083492775,5083622721,"C/O J. BRUCE MCGREGOR, DRAWER W",,HYANNIS,MA,02601,US,01-NOV-1994,15-SEP-2021,Groundwater,N,GW
MA3254007,YMCA OF THE NORTH SHORE,Region 1,Massachusetts,Transient non-community system,State,Public/Private,Ground water,Active,,04-15,10-15,N,<=500,<=100,40,,,,,12,Not Pressurized all Year,BILL BROWN,WILLIAM E BROWN,williambrown390@comcast.net,9789483689,,9789483689,,390 WETHERSFIELD ST.,,ROWLEY,MA,01969,US,01-NOV-1994,15-SEP-2021,Groundwater,N,GW
MA2037026,BOXBORO GREEN,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,75,,,,,1,,BOXBORO GREEN C/O MIKE TASCIONE,MIKE TASCIONE,COMPLETECARPETCENTER@GMAIL.COM,5087332025,,,,19 INDIAN MEADOW DR.,,NORTHBOROUGH,MA,01532,US,31-DEC-1996,15-SEP-2021,Groundwater,N,GW
MA2037028,UNITED CHURCH OF CHRIST/DAYCARE,Region 1,Massachusetts,Non-Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,100,,,,,2,,UNITED CHURCH OF CHRIST/DAYCARE,RON VOGEL,VOGLFMLY@VERIZON.NET,9782637387,,,9787727774,723 MASSACHUSETTS AVE,,BOXBOROUGH,MA,01719,US,31-DEC-1996,15-SEP-2021,Groundwater,N,GW
MA2125012,LANCASTER COUNTY ROAD LLC,Region 1,Massachusetts,Non-Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,50,,,,,2,,RENAISSANCE ELECTRONICS LLC,TIM NYE,TNYE@REC-USA.COM,9787727741,,,9783911423,12  LANCASTER COUNTY RD,,HARVARD,MA,01451,US,15-DEC-1993,15-SEP-2021,Groundwater,N,GW
MA2179000,MENDON WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Local government,Purchased ground water under influence of surface water source,Active,,,,N,<=500,101-500,470,,,,,153,,MENDON WATER DEPARTMENT,DANIEL BYER,DByer@mendonma.gov,5084732547,,5084788241,7744811321,20 MAIN ST,,MENDON,MA,01756,US,15-DEC-1993,15-SEP-2021,Surface water,N,SW
MA2080004,SOUTHERN WORC. COUNTY ED. COLLABORATIVE,Region 1,Massachusetts,Non-Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,60,,,,,2,,G&B REALTY TRUST,GINA DEPIETRO,GDEPIETRO@CHARTER.NET,5087648500,,,7742301207,P.O. BOX 686,,CHARLTON,MA,01507,US,15-DEC-1993,15-SEP-2021,Groundwater,Y,GW
MA2125003,SCHOOL HOUSE 1870 TRUST,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,101-500,150,,,,,1,,SCHOOL HOUSE 1870 TRUST,GARY WATJUS,GARY@WATJUSELECTRIC.COM,9787724855,,,,ATTN: JILL GOSSELIN AND HOLLY PERRY,231 AYER ROAD,HARVARD,MA,01451,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA2226011,PINEWOOD ON THE GREEN CONDOS,Region 1,Massachusetts,Community water system,State,Private,Ground water,Active,,,,N,<=500,<=100,50,,,,,12,,PINEWOOD ON THE GREEN CONDO TRUST,LEROY WOOD,gbhmanagement@gmail.com,5088690764,,5088690664,9788337739,"C/O SALISBURY MANAGEMENT, INC",120 SHREWSBURY STREET,BOYLSTON,MA,01505,US,07-OCT-1998,15-SEP-2021,Groundwater,N,GW
MA1204002,HAMILTON ORCHARDS,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,05-15,10-31,N,<=500,<=100,95,,,,,2,All Pressurized Including Offseason,HAMILTON ORCHARDS,BARBARA HAMILTON,NOEMAIL@GMAIL.ORG,9785446867,,9785446121,9745446867,22 WEST ST,,NEW SALEM,MA,01355,US,14-MAR-1998,15-SEP-2021,Groundwater,N,GW
MA4052048,SIMPSON SPRING (CARVER) VEND,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water purchased,Active,,01-01,12-31,N,<=500,<=100,25,,,,,1,,SIMPSON SPRING COMPANY,JAMES BERTARELLI,JIMBERTARELLI@AOL.COM,5082384472,,5082385691,,P.O. BOX 328,,SOUTH EASTON,MA,02375,US,15-DEC-1993,15-SEP-2021,Groundwater,N,GW
MA2034019,BOLTON OFFICE PARK,Region 1,Massachusetts,Non-Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,101-500,250,,,,,1,,BOLTON OFFICE PARK,BRIAN WATTS,BWATTS@CONDYNE.COM,7818488787,,9787798231,9785626611,C/O CONDYNE LLC,580 MAIN STREET,BOLTON,MA,01740,US,09-NOV-1992,15-SEP-2021,Groundwater,N,GW
MA4086042,WHALE WALK INN,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,06-10,11-30,N,<=500,<=100,40,,,,,1,,WHALE WALK INN,STEVE & CHRISTINA FILEP,RESERVATIONS@WHALEWALKINN.COM,5082550617,,5082400017,,220 BRIDGE ROAD,,EASTHAM,MA,02642,US,18-FEB-1992,15-SEP-2021,Groundwater,N,GW
MA3051011,ASSURANCE TECHNOLOGY CORP.,Region 1,Massachusetts,Non-Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,75,,,,,1,,ASSURANCE TECHNOLOGY CORP.,MIKE AMATO,AMATO@ASSURTECH.COM,9783698848,,9783693368,6175382577,84 SOUTH STREET,,CARLISLE,MA,01741,US,02-DEC-1988,15-SEP-2021,Groundwater,N,GW
MA3092003,"ESSEX MEETING AND RETREAT CENTER, LLC",Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,25,,,,,1,,"ESSEX MEETING & RETREAT CENTER, LLC",CECILIA VITALE,CMURTAGH@ESSEXWOODS.COM,9787687374,,9787683649,,P.O. BOX 347,,ESSEX,MA,01929,US,15-DEC-1993,15-SEP-2021,Groundwater,N,GW
MA4293006,ROCKY MOUNTAIN SPRING WATER VENDING,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water purchased,Active,,01-01,12-31,N,<=500,<=100,25,,,,,1,,ROCKY MOUNTAIN SPRING WATER VENDING,"EDWARD  ROSE, III",ROCKSPRINGWATER@COMCAST.NET,7817494849,,7817401699,6176860853,743 BROAD STREET,UNIT # 1,EAST WEYMOUTH,MA,02189,US,04-AUG-2001,15-SEP-2021,Groundwater,N,GW
MA4052056,MARKETPLACE SQUARE LLC.,Region 1,Massachusetts,Non-Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,100,,,,,8,,C/O ALLEN MICHAELIS,ALLEN MICHAELIS,cedarboard@aol.com,5085849090,,,5085599090,925 CENTRE STREET,,BROCKTON,MA,02302,US,04-APR-1996,15-SEP-2021,Groundwater,N,GW
MA1132011,BERKSHIRE LAKE CAMP,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,04-15,08-15,N,<=500,<=100,75,,,,,1,Not Pressurized all Year,BERKSHIRE LAKE CAMP,BRENT OSBORNE,brent@berkshirelakecamp.com,4136633780,,,8456642373,822 PERU ROAD,,HINSDALE,MA,01235,US,04-APR-1996,15-SEP-2021,Groundwater,N,GW
MA1217006,REDEMPTION CHRISTIAN ACADEMY,Region 1,Massachusetts,Community water system,State,Private,Ground water,Active,,,,N,<=500,<=100,30,,,,,5,,REDEMPTION CHRISTIAN ACADEMY,ELDER DAVID HOLMES,dholmes@redemptionchristianacademy.org,8557221979,,5182708039,4136875096,192 NINTH STREET,ATTN   ELDER DAVID HOLMES,TROY,NY,12180,US,15-DEC-1993,15-SEP-2021,Groundwater,Y,GW
MA2286021,BUTTERNUT FARM GOLF CLUB,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,101-500,150,,,,,1,,BUTTERNUT FARM GC  C/O  COLE PAGE,COLE C PAGE,BUTTERNUTFARM@GMAIL.COM,9788973400,,9788974714,5086127273,115 WHEELER ROAD,,STOW,MA,01775,US,17-OCT-1994,15-SEP-2021,Groundwater,N,GW
MA2280001,SPENCER COUNTRY INN,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,50,,,,,1,,SPENCER COUNTRY INN,PHYLLIS EKLEBERRY,INFORMATION@SPENCERCOUNTRYINN.COM,5088859036,,,,500 MAIN STREET,,SPENCER,MA,01562,US,26-FEB-1979,15-SEP-2021,Groundwater,N,GW
MA3262006,PRIMO WATER @ WAL MART #3114 (SAUGUS),Region 1,Massachusetts,Transient non-community system,State,Private,Surface water purchased,Active,,01-01,12-31,N,<=500,<=100,25,,,,,1,,PRIMO WATER,MICHAEL FALCIONI,MFALCIONI@PRIMOWATER.COM,7818165370,,,7605716118,2615 TEMPLE HEIGHTS DRIVE,,OCEANSIDE,CA,92056,US,15-DEC-2014,15-SEP-2021,Surface water,N,SW
MA1053024,THE ACADEMY AT CHARLEMONT,Region 1,Massachusetts,Non-Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,100,,,,,2,,THE ACADEMY AT CHARLEMONT,JOHN SCHATZ,jschatz@charlemont.org,4133394912,,4133394324,,1359 ROUTE 2,,CHARLEMONT,MA,01339,US,31-DEC-1996,15-SEP-2021,Groundwater,Y,GW
MA2037030,MASS. AVE. GULF,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,100,,,,,1,,ENERGY NORTH INC,TINA MCGAFFIGAN,BTROMBLY@HAFFNERSENERGY.COM,9783756060,,,,2 INTERNATIONAL WAY,,LAWRENCE,MA,01843,US,31-DEC-1996,15-SEP-2021,Groundwater,N,GW
MA2037031,BOXBOROUGH COMMONS (629 MASS AVE),Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,100,,,,,1,,629 MASSACHUSETTS AVE LLC,MARK S LIONETTA,MARK@NAGOGCONSTRUCTION.COM,9782637781,,9782637783,,C/O MARK LIONETTA,532 GREAT ROAD,ACTON,MA,01720,US,31-DEC-1996,15-SEP-2021,Groundwater,N,GW
MA3330019,HAYSTACK ESTATES,Region 1,Massachusetts,Community water system,State,Private,Ground water,Active,,,,N,<=500,<=100,60,,,,,5,,HAYSTACK ESTATES C/O BARBARA DUBE,DANIEL WOJCIK,DAN.WOJCIK@PENNICHUCK.COM,9786491818,,,6039132375,LINEAR PROPERTY MANAGEMENT,"150 WESTFORD RD., SUITE 21",TYNGSBOROUGH,MA,01879,US,15-DEC-1993,15-SEP-2021,Groundwater,N,GW
